"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/14/2022","4/14/2022","4/18/2022","NIO","NIO 4/29/2022 Call $17.00","STO","1","$3.45","$344.98"
"4/14/2022","4/14/2022","4/18/2022","NIO","NIO 4/14/2022 Call $17.00","BTC","1","$3.40","($340.00)"
"4/13/2022","4/13/2022","4/14/2022","SOFI","SOFI 4/14/2022 Call $8.00","STO","2","$0.04","$7.98"
"4/13/2022","4/13/2022","4/14/2022","SOFI","SOFI 4/14/2022 Call $8.00","STO","2","$0.04","$7.98"
"4/13/2022","4/13/2022","4/18/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.25","$2,561.78","($640.45)"
"4/11/2022","4/11/2022","4/11/2022","NIO","ADR Fee: R/D 2022-03-24 P/D 2022-04-11 - 100.000000 shares at 0.02","AFEE","","","($2.00)"
"4/8/2022","4/8/2022","4/11/2022","SOFI","Option Expiration for SOFI 4/8/2022 Call $8.50","OEXP","4","",""
"4/8/2022","4/8/2022","4/11/2022","STEM","STEM 4/8/2022 Call $9.00","BTC","1","$1.36","($136.00)"
"4/8/2022","4/8/2022","4/11/2022","STEM","STEM 4/14/2022 Call $9.00","STO","1","$1.37","$136.98"
"4/4/2022","4/4/2022","4/4/2022","","ACH Deposit","ACH","","","$1,000.00"
"4/1/2022","4/1/2022","4/4/2022","SOFI","SOFI 4/8/2022 Call $8.50","STO","2","$0.98","$195.98"
"4/1/2022","4/1/2022","4/4/2022","SOFI","SOFI 4/8/2022 Call $8.50","STO","2","$0.98","$195.98"
"4/1/2022","4/1/2022","4/4/2022","SOFI","SOFI 4/1/2022 Call $8.50","BTC","2","$0.91","($182.00)"
"4/1/2022","4/1/2022","4/4/2022","SOFI","SOFI 4/1/2022 Call $8.50","BTC","2","$0.91","($182.00)"
"3/31/2022","3/31/2022","3/31/2022","","Interest Payment","INT","","","$0.26"
"3/31/2022","3/31/2022","4/1/2022","NIO","NIO 4/1/2022 Call $17.00","BTC","1","$4.60","($460.00)"
"3/31/2022","3/31/2022","4/1/2022","NIO","NIO 4/14/2022 Call $17.00","STO","1","$4.73","$472.98"
"3/25/2022","3/25/2022","3/28/2022","STEM","STEM 3/25/2022 Call $9.00","BTC","1","$2.15","($215.00)"
"3/25/2022","3/25/2022","3/28/2022","STEM","STEM 4/8/2022 Call $9.00","STO","1","$2.20","$219.98"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 3/25/2022 Call $8.50","BTC","1","$0.68","($68.00)"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 4/1/2022 Call $8.50","STO","1","$0.79","$78.98"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 3/25/2022 Call $8.50","BTC","1","$0.68","($68.00)"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 3/25/2022 Call $8.50","BTC","1","$0.68","($68.00)"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 3/25/2022 Call $8.50","BTC","1","$0.68","($68.00)"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 4/1/2022 Call $8.50","STO","1","$0.79","$78.98"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 4/1/2022 Call $8.50","STO","1","$0.79","$78.98"
"3/25/2022","3/25/2022","3/28/2022","SOFI","SOFI 4/1/2022 Call $8.50","STO","1","$0.79","$78.98"
"3/18/2022","3/18/2022","3/21/2022","STEM","STEM 3/18/2022 Call $9.00","BTC","1","$1.18","($118.00)"
"3/18/2022","3/18/2022","3/21/2022","STEM","STEM 3/25/2022 Call $9.00","STO","1","$1.23","$122.98"
"3/18/2022","3/18/2022","3/21/2022","SOFI","SOFI 3/25/2022 Call $8.50","STO","2","$0.88","$175.98"
"3/18/2022","3/18/2022","3/21/2022","SOFI","SOFI 3/18/2022 Call $8.50","BTC","2","$0.76","($152.00)"
"3/18/2022","3/18/2022","3/21/2022","SOFI","SOFI 3/18/2022 Call $8.50","BTC","2","$0.76","($152.00)"
"3/18/2022","3/18/2022","3/21/2022","SOFI","SOFI 3/25/2022 Call $8.50","STO","2","$0.88","$175.98"
"3/18/2022","3/18/2022","3/21/2022","NIO","NIO 3/18/2022 Call $16.50","BTC","1","$3.53","($353.00)"
"3/18/2022","3/18/2022","3/21/2022","NIO","NIO 4/1/2022 Call $17.00","STO","1","$3.63","$362.98"
"3/16/2022","3/16/2022","3/17/2022","SOFI","SOFI 3/18/2022 Call $8.50","STO","4","$0.24","$95.98"
"3/16/2022","3/16/2022","3/17/2022","STEM","STEM 3/18/2022 Call $9.00","STO","1","$0.13","$12.98"
"3/15/2022","3/15/2022","3/16/2022","NIO","NIO 3/18/2022 Call $16.50","STO","1","$0.39","$38.98"
"3/14/2022","3/14/2022","3/16/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.05","$2,530.88","($126.54)"
"3/14/2022","3/14/2022","3/16/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.2","$2,536.35","($507.27)"
"3/14/2022","3/14/2022","3/16/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.2","$2,582.74","($516.55)"
"3/14/2022","3/14/2022","3/16/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.1","$2,583.02","($258.30)"
"3/11/2022","3/11/2022","3/14/2022","SOFI","Option Expiration for SOFI 3/11/2022 Call $11.00","OEXP","4","",""
"3/11/2022","3/11/2022","3/14/2022","SOFI","Option Expiration for SOFI 3/11/2022 Call $15.00","OEXP","1","",""
"3/11/2022","3/11/2022","3/14/2022","NIO","Option Expiration for NIO 3/11/2022 Call $20.00","OEXP","1","",""
"3/8/2022","3/8/2022","3/10/2022","NU","Nu
CUSIP: G6683N103","Sell","50","$7.32","$366.04"
"3/8/2022","3/8/2022","3/9/2022","NIO","NIO 3/11/2022 Call $20.00","STO","1","$0.25","$24.98"
"3/8/2022","3/8/2022","3/9/2022","SOFI","SOFI 3/11/2022 Call $11.00","STO","4","$0.07","$27.98"
"3/8/2022","3/8/2022","3/10/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.2","$2,540.73","($508.15)"
"3/4/2022","3/4/2022","3/7/2022","SOFI","Option Expiration for SOFI 3/4/2022 Call $12.00","OEXP","4","",""
"3/4/2022","3/4/2022","3/7/2022","NIO","Option Expiration for NIO 3/4/2022 Call $24.50","OEXP","1","",""
"3/1/2022","3/1/2022","3/3/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.048992","$2,695.86","($132.08)"
"3/1/2022","3/1/2022","3/3/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.3","$2,691.86","($807.56)"
"3/1/2022","3/1/2022","3/2/2022","SOFI","SOFI 3/11/2022 Call $15.00","STO","1","$0.31","$30.98"
"2/28/2022","2/28/2022","2/28/2022","","Interest Payment","INT","","","$0.11"
"2/28/2022","2/28/2022","3/1/2022","NIO","NIO 3/4/2022 Call $24.50","STO","1","$0.24","$23.98"
"2/25/2022","2/25/2022","2/28/2022","NIO","Option Expiration for NIO 2/25/2022 Call $21.00","OEXP","1","",""
"2/25/2022","2/25/2022","2/28/2022","STEM","Option Expiration for STEM 2/25/2022 Call $11.00","OEXP","1","",""
"2/25/2022","2/25/2022","2/28/2022","SOFI","SOFI 3/4/2022 Call $12.00","STO","1","$0.41","$40.98"
"2/25/2022","2/25/2022","2/28/2022","SOFI","SOFI 3/4/2022 Call $12.00","STO","3","$0.41","$122.98"
"2/25/2022","2/25/2022","2/28/2022","SOFI","SOFI 2/25/2022 Call $10.50","BTC","4","$0.16","($64.00)"
"2/24/2022","2/24/2022","2/25/2022","SOFI","SOFI 2/25/2022 Call $10.50","STO","4","$0.03","$11.98"
"2/24/2022","2/24/2022","2/25/2022","STEM","STEM 2/25/2022 Call $11.00","STO","1","$0.20","$19.98"
"2/24/2022","2/24/2022","2/25/2022","NIO","NIO 2/25/2022 Call $21.00","STO","1","$0.21","$20.98"
"2/24/2022","2/24/2022","2/28/2022","NU","Nu
CUSIP: G6683N103","Buy","25","$7.41","($185.20)"
"2/24/2022","2/24/2022","2/28/2022","NU","Nu
CUSIP: G6683N103","Buy","25","$7.21","($180.16)"
"2/24/2022","2/24/2022","2/28/2022","GENI","Genius Sports
CUSIP: G3934V109","Sell","100","$4.86","$485.99"
"2/24/2022","2/24/2022","2/28/2022","GENI","Genius Sports
CUSIP: G3934V109","Sell","100","$4.86","$485.99"
"2/24/2022","2/24/2022","2/28/2022","PTRA","Proterra
CUSIP: 74374T109","Sell","200","$7.41","$1,481.97"
"2/24/2022","2/24/2022","2/28/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.05","$2,500.00","($125.00)"
"2/18/2022","2/18/2022","2/22/2022","LCID","LCID 2/18/2022 Put $35.00","OEXCS","1S","",""
"2/18/2022","2/18/2022","2/23/2022","LCID","Lucid Group
CUSIP: 549498103
1 LCID Option Exercised","Sell","100","$35.00","$3,499.97"
"2/18/2022","2/18/2022","2/22/2022","SNAP","Option Expiration for SNAP 2/18/2022 Put $32.00","OEXP","1","",""
"2/18/2022","2/18/2022","2/22/2022","PTRA","Option Expiration for PTRA 2/18/2022 Call $12.50","OEXP","1","",""
"2/18/2022","2/18/2022","2/22/2022","NIO","Option Expiration for NIO 2/18/2022 Call $26.50","OEXP","1","",""
"2/18/2022","2/18/2022","2/22/2022","STEM","Option Expiration for STEM 2/18/2022 Call $12.50","OEXP","1","",""
"2/18/2022","2/18/2022","2/22/2022","SOFI","Option Expiration for SOFI 2/18/2022 Call $14.00","OEXP","4","",""
"2/18/2022","2/18/2022","2/22/2022","LCID","LCID 2/18/2022 Put $34.50","OASGN","1","",""
"2/18/2022","2/18/2022","2/23/2022","LCID","Lucid Group
CUSIP: 549498103
1 LCID Option Assigned","Buy","100","$34.50","($3,450.00)"
"2/18/2022","2/18/2022","2/22/2022","SNAP","Option Expiration for SNAP 2/18/2022 Put $33.00","OEXP","1S","",""
"2/16/2022","2/16/2022","2/17/2022","SOFI","SOFI 2/18/2022 Call $14.00","STO","4","$0.12","$47.98"
"2/15/2022","2/15/2022","2/16/2022","NIO","NIO 2/18/2022 Call $26.50","STO","1","$0.20","$19.98"
"2/15/2022","2/15/2022","2/16/2022","STEM","STEM 2/18/2022 Call $12.50","STO","1","$0.07","$6.98"
"2/11/2022","2/11/2022","2/14/2022","SOFI","Option Expiration for SOFI 2/11/2022 Call $13.50","OEXP","4","",""
"2/11/2022","2/11/2022","2/14/2022","STEM","Option Expiration for STEM 2/11/2022 Call $12.50","OEXP","1","",""
"2/11/2022","2/11/2022","2/14/2022","NIO","Option Expiration for NIO 2/11/2022 Call $28.00","OEXP","1","",""
"2/11/2022","2/11/2022","2/15/2022","NU","Nu
CUSIP: G6683N103","Sell","21","$9.17","$192.57"
"2/11/2022","2/11/2022","2/14/2022","CFLT","CFLT 2/18/2022 Call $90.00","STC","2","$0.05","$9.98"
"2/10/2022","2/10/2022","2/11/2022","CFLT","CFLT 2/18/2022 Call $90.00","BTO","2","$2.70","($540.00)"
"2/10/2022","2/10/2022","2/11/2022","SE","SE 2/18/2022 Call $175.00","STC","1","$4.60","$459.98"
"2/10/2022","2/10/2022","2/11/2022","SE","SE 2/18/2022 Call $175.00","BTO","1","$4.55","($455.00)"
"2/10/2022","2/10/2022","2/11/2022","NVDA","NVDA 2/11/2022 Call $265.00","STC","2","$2.29","$457.98"
"2/10/2022","2/10/2022","2/11/2022","NVDA","NVDA 2/11/2022 Call $267.50","BTC","2","$1.67","($334.00)"
"2/9/2022","2/9/2022","2/10/2022","NVDA","NVDA 2/11/2022 Call $267.50","STO","1","$2.05","$204.98"
"2/9/2022","2/9/2022","2/10/2022","NVDA","NVDA 2/11/2022 Call $267.50","STO","1","$2.02","$201.98"
"2/9/2022","2/9/2022","2/10/2022","NVDA","NVDA 2/11/2022 Call $265.00","BTO","2","$2.61","($522.00)"
"2/9/2022","2/9/2022","2/10/2022","NIO","NIO 2/11/2022 Call $28.00","STO","1","$0.09","$8.98"
"2/9/2022","2/9/2022","2/10/2022","STEM","STEM 2/11/2022 Call $12.50","STO","1","$0.10","$9.98"
"2/9/2022","2/9/2022","2/10/2022","SOFI","SOFI 2/11/2022 Call $13.50","STO","4","$0.06","$23.98"
"2/9/2022","2/9/2022","2/10/2022","IWM","IWM 2/18/2022 Put $195.00","STC","6","$0.82","$491.98"
"2/9/2022","2/9/2022","2/9/2022","","ACH Withdrawal","ACH","","","($100.00)"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","2","$2.02","($404.00)"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.02","($202.00)"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","STC","1","$2.40","$239.98"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","STC","1","$2.40","$239.98"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","STC","1","$2.40","$239.98"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.11","($211.00)"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.25","($225.00)"
"2/8/2022","2/8/2022","2/9/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.16","($216.00)"
"2/8/2022","2/8/2022","2/8/2022","","ACH Withdrawal","ACH","","","($100.00)"
"2/7/2022","2/7/2022","2/8/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.53","($253.00)"
"2/7/2022","2/7/2022","2/8/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.60","($260.00)"
"2/7/2022","2/7/2022","2/8/2022","IWM","IWM 2/18/2022 Put $195.00","BTO","1","$2.60","($260.00)"
"2/4/2022","2/4/2022","2/7/2022","SOFI","Option Expiration for SOFI 2/4/2022 Call $13.50","OEXP","1","",""
"2/4/2022","2/4/2022","2/7/2022","SOFI","Option Expiration for SOFI 2/4/2022 Call $14.00","OEXP","2","",""
"2/4/2022","2/4/2022","2/7/2022","NIO","Option Expiration for NIO 2/4/2022 Call $27.00","OEXP","1","",""
"2/4/2022","2/4/2022","2/7/2022","SOFI","Option Expiration for SOFI 2/4/2022 Call $14.50","OEXP","1","",""
"2/4/2022","2/4/2022","2/7/2022","SOFI","SOFI 1/20/2023 Call $12.50","STC","3","$3.60","$1,079.98"
"2/4/2022","2/4/2022","2/7/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$3.49","($349.00)"
"2/4/2022","2/4/2022","2/7/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$3.40","($340.00)"
"2/3/2022","2/3/2022","2/3/2022","","ACH Withdrawal","ACH","","","($100.00)"
"2/3/2022","2/3/2022","2/7/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.05","$2,897.24","($144.86)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","STC","10","$1.26","$1,259.97"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.28","($128.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.28","($128.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.28","($128.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","2","$1.28","($256.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$3.53","($353.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","2","$1.31","($262.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.31","($131.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.31","($131.00)"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 3/18/2022 Call $12.50","BTO","1","$1.31","($131.00)"
"2/3/2022","2/3/2022","2/4/2022","SNAP","SNAP 2/18/2022 Put $32.00","STO","1","$7.05","$704.98"
"2/3/2022","2/3/2022","2/4/2022","SOFI","SOFI 2/4/2022 Call $13.50","STO","1","$0.05","$4.98"
"2/3/2022","2/3/2022","2/4/2022","SNAP","SNAP 2/18/2022 Put $33.00","STC","1","$7.70","$769.98"
"2/2/2022","2/2/2022","2/2/2022","","Price Correction Credits","MISC","","","$0.01"
"2/2/2022","2/2/2022","2/4/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.01685","$2,967.25","($50.00)"
"2/2/2022","2/2/2022","2/3/2022","SNAP","SNAP 2/18/2022 Put $33.00","BTO","1","$3.75","($375.00)"
"2/2/2022","2/2/2022","2/3/2022","SNAP","SNAP 2/18/2022 Put $33.00","BTO","1","$3.70","($370.00)"
"2/2/2022","2/2/2022","2/3/2022","SOFI","SOFI 1/20/2023 Call $12.50","STC","1","$3.71","$370.98"
"2/2/2022","2/2/2022","2/3/2022","SNAP","SNAP 3/4/2022 Put $34.00","STC","1","$4.35","$434.98"
"2/2/2022","2/2/2022","2/4/2022","GOOG","Alphabet Class C
CUSIP: 02079K107","Sell","0.034179","$3,003.58","$102.66"
"2/1/2022","2/1/2022","2/3/2022","GOOGL","Alphabet Class A
CUSIP: 02079K305","Buy","0.034158","$2,927.50","($100.00)"
"2/1/2022","2/1/2022","2/3/2022","GOOG","Alphabet Class C
CUSIP: 02079K107","Buy","0.034179","$2,925.76","($100.00)"
"2/1/2022","2/1/2022","2/2/2022","SNAP","SNAP 3/4/2022 Put $34.00","BTO","1","$4.20","($420.00)"
"2/1/2022","2/1/2022","2/2/2022","PTRA","PTRA 2/18/2022 Call $12.50","STO","1","$0.05","$4.98"
"2/1/2022","2/1/2022","2/2/2022","SOFI","SOFI 2/4/2022 Call $14.50","STO","1","$0.09","$8.98"
"1/31/2022","1/31/2022","1/31/2022","SPY","Cash Div: R/D 2021-12-20 P/D 2022-01-31 - 0.012425 shares at 1.636431","CDIV","","","$0.02"
"1/31/2022","1/31/2022","1/31/2022","","Interest Payment","INT","","","$0.16"
"1/31/2022","1/31/2022","2/1/2022","SOFI","SOFI 2/4/2022 Call $14.00","STO","2","$0.09","$17.98"
"1/31/2022","1/31/2022","2/1/2022","SOFI","SOFI 1/20/2023 Call $12.50","STC","1","$4.05","$404.98"
"1/31/2022","1/31/2022","2/1/2022","NIO","NIO 2/4/2022 Call $27.00","STO","1","$0.11","$10.98"
"1/31/2022","1/31/2022","2/1/2022","FATH","FATH 3/18/2022 Put $7.50","STC","2","$1.50","$299.98"
"1/28/2022","1/28/2022","1/31/2022","STEM","Option Expiration for STEM 1/28/2022 Call $16.00","OEXP","1","",""
"1/28/2022","1/28/2022","1/31/2022","SOFI","Option Expiration for SOFI 1/28/2022 Call $16.50","OEXP","3","",""
"1/28/2022","1/28/2022","1/31/2022","NIO","Option Expiration for NIO 1/28/2022 Call $26.00","OEXP","1","",""
"1/28/2022","1/28/2022","1/31/2022","FATH","FATH 3/18/2022 Put $7.50","BTO","2","$1.45","($290.00)"
"1/28/2022","1/28/2022","1/31/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$3.05","($305.00)"
"1/28/2022","1/28/2022","2/1/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","90","$10.60","($953.99)"
"1/28/2022","1/28/2022","2/1/2022","STEM","Stem
CUSIP: 85859N102","Buy","9","$10.58","($95.22)"
"1/28/2022","1/28/2022","2/1/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","10","$10.59","($105.90)"
"1/28/2022","1/28/2022","1/31/2022","IWM","IWM 2/18/2022 Put $182.00","STC","1","$4.05","$404.98"
"1/28/2022","1/28/2022","1/31/2022","IWM","IWM 2/18/2022 Put $182.00","STC","1","$3.83","$382.98"
"1/28/2022","1/28/2022","1/31/2022","IWM","IWM 2/18/2022 Put $182.00","BTO","1","$3.48","($348.00)"
"1/28/2022","1/28/2022","1/31/2022","IWM","IWM 2/18/2022 Put $182.00","BTO","1","$3.48","($348.00)"
"1/27/2022","1/27/2022","1/28/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$3.70","($370.00)"
"1/27/2022","1/27/2022","1/28/2022","LCID","LCID 2/18/2022 Put $34.50","STO","1","$6.55","$654.98"
"1/27/2022","1/27/2022","1/28/2022","LCID","LCID 2/18/2022 Put $34.50","BTC","1","$6.35","($635.00)"
"1/27/2022","1/27/2022","1/28/2022","LCID","LCID 2/18/2022 Put $34.50","STO","1","$6.50","$649.98"
"1/27/2022","1/27/2022","1/28/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$5.63","$562.98"
"1/27/2022","1/27/2022","1/28/2022","LCID","LCID 2/18/2022 Put $34.00","BTC","1","$4.15","($415.00)"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $34.00","STO","1","$4.20","$419.98"
"1/26/2022","1/26/2022","1/27/2022","NIO","NIO 1/28/2022 Call $26.00","STO","1","$0.11","$10.98"
"1/26/2022","1/26/2022","1/27/2022","SOFI","SOFI 1/20/2023 Call $12.50","STC","1","$4.70","$469.98"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$4.15","($415.00)"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$4.10","($410.00)"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$3.75","$374.98"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $34.00","BTC","1","$3.25","($325.00)"
"1/26/2022","1/26/2022","1/27/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$3.70","$369.98"
"1/25/2022","1/25/2022","1/26/2022","SOFI","SOFI 1/20/2023 Call $12.50","BTO","1","$4.40","($440.00)"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 2/18/2022 Put $34.00","STO","1","$3.80","$379.98"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $36.00","BTC","2","$2.04","($408.00)"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $37.00","STC","2","$2.58","$515.98"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $36.00","BTC","1","$1.92","($192.00)"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $36.00","BTC","1","$1.89","($189.00)"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $37.00","STC","1","$2.46","$245.98"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 1/28/2022 Put $37.00","STC","1","$2.43","$242.98"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$3.80","($380.00)"
"1/25/2022","1/25/2022","1/27/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","25","$13.04","($326.00)"
"1/25/2022","1/25/2022","1/26/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$3.70","($370.00)"
"1/25/2022","1/25/2022","1/27/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","25","$12.92","($322.88)"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$3.40","$339.98"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$3.40","$339.98"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 1/28/2022 Put $36.00","STO","1","$1.77","$176.98"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 1/28/2022 Put $37.00","BTO","1","$2.27","($227.00)"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 1/28/2022 Put $36.00","STO","3","$2.22","$665.98"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 1/28/2022 Put $37.00","BTO","3","$2.75","($825.00)"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 2/18/2022 Put $35.00","STC","1","$4.65","$464.98"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$3.60","($360.00)"
"1/24/2022","1/24/2022","1/25/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$3.75","($375.00)"
"1/24/2022","1/24/2022","1/24/2022","","ACH Withdrawal","ACH","","","($100.00)"
"1/21/2022","1/21/2022","1/24/2022","NIO","Option Expiration for NIO 1/21/2022 Call $33.00","OEXP","1","",""
"1/21/2022","1/21/2022","1/24/2022","PTRA","Option Expiration for PTRA 1/21/2022 Call $10.00","OEXP","2","",""
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 2/18/2022 Put $35.00","BTO","1","$3.25","($325.00)"
"1/21/2022","1/21/2022","1/25/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","25","$14.15","($353.75)"
"1/21/2022","1/21/2022","1/25/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","10","$14.08","($140.85)"
"1/21/2022","1/21/2022","1/25/2022","SOFI","SoFi Technologies
CUSIP: 83406F102","Buy","2","$14.19","($28.38)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.25","$224.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.25","$224.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.33","($133.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.32","($132.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.32","($132.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.26","$225.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.26","$225.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.26","$225.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.33","($133.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.33","($133.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","2","$2.23","$445.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.26","$225.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.23","$222.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $40.00","STC","1","$2.25","$224.98"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.30","($130.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","2","$1.30","($260.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.32","($132.00)"
"1/21/2022","1/21/2022","1/24/2022","LCID","LCID 1/21/2022 Put $39.00","BTC","1","$1.33","($133.00)"
